2026-02-17 14:37:53.013 | INFO     | __main__:run_news_producer:144 - 🚀 Starting News Sentiment Producer
2026-02-17 14:37:53.015 | INFO     | __main__:run_news_producer:145 - 📰 Tracking news for 20 symbols
2026-02-17 14:37:53.015 | INFO     | __main__:run_news_producer:146 - ⏱️ Polling every 5 minutes
2026-02-17 14:37:53.053 | INFO     | __main__:run_news_producer:154 - 🔄 Fetching news... [14:37:53]
2026-02-17 14:37:54.514 | INFO     | __main__:run_news_producer:166 - 📰 TCS.NS          Sentiment: positive   Score: +1.00 | Engineers India zooms 22% in 2 day; stock hits 7-m...
2026-02-17 14:37:54.518 | INFO     | __main__:run_news_producer:166 - 📰 TCS.NS          Sentiment: neutral    Score: +0.00 | Sensex spurts 317 pts; realty shares outperforms...
2026-02-17 14:37:54.521 | INFO     | __main__:run_news_producer:166 - 📰 TCS.NS          Sentiment: positive   Score: +1.00 | UK Deputy PM leads high-powered delegation to Indi...
2026-02-17 14:37:54.525 | INFO     | __main__:run_news_producer:166 - 📰 TCS.NS          Sentiment: negative   Score: -1.00 | L&T Power sells 1,400 MW Nabha plant to Torrent fo...
2026-02-17 14:37:54.527 | INFO     | __main__:run_news_producer:166 - 📰 TCS.NS          Sentiment: positive   Score: +1.00 | AMD and TCS to bring state-of-the-art ‘Helios’ rac...
2026-02-17 14:37:57.005 | INFO     | __main__:run_news_producer:166 - 📰 INFY.NS         Sentiment: positive   Score: +1.00 | Sensex, Nifty edge up after choppy start; Power Gr...
2026-02-17 14:37:57.008 | INFO     | __main__:run_news_producer:166 - 📰 INFY.NS         Sentiment: positive   Score: +1.00 | Indian stocks poised for better CY26; Nifty earnin...
2026-02-17 14:37:57.011 | INFO     | __main__:run_news_producer:166 - 📰 INFY.NS         Sentiment: positive   Score: +1.00 | UK Deputy PM leads high-powered delegation to Indi...
2026-02-17 14:37:57.013 | INFO     | __main__:run_news_producer:166 - 📰 INFY.NS         Sentiment: positive   Score: +1.00 | TestMu AI (formerly LambdaTest) Unveils 2025 Partn...
2026-02-17 14:37:57.016 | INFO     | __main__:run_news_producer:166 - 📰 INFY.NS         Sentiment: neutral    Score: +0.00 | Stay calm, learn AI tools to keep job safe: Tech l...
2026-02-17 14:37:59.501 | INFO     | __main__:run_news_producer:166 - 📰 WIPRO.NS        Sentiment: positive   Score: +1.00 | Sensex, Nifty edge up after choppy start; Power Gr...
2026-02-17 14:37:59.504 | INFO     | __main__:run_news_producer:166 - 📰 WIPRO.NS        Sentiment: positive   Score: +1.00 | UK Deputy PM leads high-powered delegation to Indi...
